gps_curvature,geometry_curvature,loc,networkID,lane
0.0538367757565888,-1364.0,126.78655298137495,10009,L1
0.0538367757565888,-2309.0,0.0,10009,R1
0.0005058166432822,-1364.0,126.78655298137495,10009,L1
0.0005058166432822,-2309.0,7.606008917454573,10009,R1
0.0002526951969569,-1364.0,126.78655298137495,10009,L1
0.0002526951969569,-2309.0,7.606008917454573,10009,R1
-0.0004427268627434,-1364.0,126.78655298137495,10009,L1
-0.0004427268627434,-2309.0,7.606008917454573,10009,R1
0.0538367757565888,-1364.0,126.78655298137495,10009,L1
0.0538367757565888,-2309.0,7.606008917454573,10009,R1
0.0005058166432817,-1364.0,126.78655298137495,10009,L1
0.0005058166432817,-2309.0,15.21202052284741,10009,R1
0.0002526951970107,-1364.0,126.78655298137495,10009,L1
0.0002526951970107,-2309.0,15.21202052284741,10009,R1
-0.0004427268627482,-1364.0,126.78655298137495,10009,L1
-0.0004427268627482,-2309.0,15.21202052284741,10009,R1
0.0538367757593318,-1364.0,126.78655298137495,10009,L1
0.0538367757593318,-2309.0,15.21202052284741,10009,R1
0.0005058166432821,-1364.0,126.78655298137495,10009,L1
0.0005058166432821,-2725.0,22.81803481805293,10009,R1
0.0002526951970104,-1364.0,126.78655298137495,10009,L1
0.0002526951970104,-2725.0,22.81803481805293,10009,R1
-0.0004427268627485,-1364.0,126.78655298137495,10009,L1
-0.0004427268627485,-2725.0,22.81803481805293,10009,R1
0.05383677576083,-1364.0,126.78655298137495,10009,L1
0.05383677576083,-2725.0,22.81803481805293,10009,R1
0.0005058166432758,-1364.0,126.78655298137495,10009,L1
0.0005058166432758,-3333.0,30.42405180306927,10009,R1
0.0002011080955416,-1364.0,126.78655298137495,10009,L1
0.0002011080955416,-3333.0,30.42405180306927,10009,R1
-0.0004030508610116,-1364.0,126.78655298137495,10009,L1
-0.0004030508610116,-3333.0,30.42405180306927,10009,R1
0.053724400449295,-1364.0,126.78655298137495,10009,L1
0.053724400449295,-3333.0,30.42405180306927,10009,R1
0.0005017946342906,-682.0,132.39401815435366,10009,L1
0.0005017946342906,-3333.0,30.42405180306927,10009,R1
-7.964317709305024e-05,-682.0,132.39401815435366,10009,L1
-7.964317709305024e-05,-3333.0,30.42405180306927,10009,R1
-0.0003901351348486,-682.0,132.39401815435366,10009,L1
-0.0003901351348486,-3333.0,30.42405180306927,10009,R1
0.0463728577650435,-682.0,132.39401815435366,10009,L1
0.0463728577650435,-3333.0,30.42405180306927,10009,R1
0.0004620496669848,-682.0,132.39401815435366,10009,L1
0.0004620496669848,-3333.0,36.92021647393718,10009,R1
0.0001896719234029,-682.0,132.39401815435366,10009,L1
0.0001896719234029,-3333.0,36.92021647393718,10009,R1
-0.0003897034062135,-682.0,132.39401815435366,10009,L1
-0.0003897034062135,-3333.0,36.92021647393718,10009,R1
-0.0003897021800124,-682.0,132.39401815435366,10009,L1
-0.0003897021800124,-3333.0,36.92021647393718,10009,R1
0.0001924107354461,411.0,60.712977977779765,10009,L1
0.0001924107354461,-3745.0,43.41638194895518,10009,R1
0.00019314028364,411.0,60.712977977779765,10009,L1
0.00019314028364,-3745.0,43.41638194895518,10009,R1
-0.0003897023658315,411.0,60.712977977779765,10009,L1
-0.0003897023658315,-3745.0,43.41638194895518,10009,R1
-0.0003898050412473,411.0,60.712977977779765,10009,L1
-0.0003898050412473,-3745.0,49.91254823219794,10009,R1
-0.0003898062664378,411.0,60.712977977779765,10009,L1
-0.0003898062664378,-3745.0,49.91254823219794,10009,R1
-0.0003897023658315,411.0,60.712977977779765,10009,L1
-0.0003897023658315,-3745.0,49.91254823219794,10009,R1
-0.0003857430346762,411.0,60.712977977779765,10009,L1
-0.0003857430346762,-3333.0,56.40870663827551,10009,R1
-0.0003859773575444,411.0,60.712977977779765,10009,L1
-0.0003859773575444,-3333.0,56.40870663827551,10009,R1
-0.0002097414122124,411.0,60.712977977779765,10009,L1
-0.0002097414122124,-3333.0,56.40870663827551,10009,R1
-0.0003843314532433,411.0,65.32889600787247,10009,L1
-0.0003843314532433,-3333.0,56.908414896467576,10009,R1
-0.000385977326819,411.0,65.32889600787247,10009,L1
-0.000385977326819,-3333.0,56.908414896467576,10009,R1
-0.0002112506980758,411.0,65.32889600787247,10009,L1
-0.0002112506980758,-3333.0,56.908414896467576,10009,R1
-0.0003310722966328,411.0,65.32889600787247,10009,L1
-0.0003310722966328,-2500.0,64.29595448431054,10009,R1
-0.0003310735540581,411.0,65.32889600787247,10009,L1
-0.0003310735540581,-2500.0,64.29595448431054,10009,R1
-0.0003309778324194,411.0,65.32889600787247,10009,L1
-0.0003309778324194,-2500.0,64.29595448431054,10009,R1
-0.0003310722966032,411.0,65.32889600787247,10009,L1
-0.0003310722966032,-2000.0,71.68349492909947,10009,R1
-0.0003310735540279,411.0,65.32889600787247,10009,L1
-0.0003310735540279,-2000.0,71.68349492909947,10009,R1
-0.0003309778323892,411.0,65.32889600787247,10009,L1
-0.0003309778323892,-2000.0,71.68349492909947,10009,R1
-0.0003310722966358,411.0,65.32889600787247,10009,L1
-0.0003310722966358,-2000.0,79.07103622648911,10009,R1
-0.000331073554061,411.0,65.32889600787247,10009,L1
-0.000331073554061,-2000.0,79.07103622648911,10009,R1
-0.0003309778324223,411.0,65.32889600787247,10009,L1
