FrameNumber,networkID,lane,latitude,longitude,loc,gradient,crossfall,curvature
249,10009,L1,-37.7540176,175.2317861,0.0,-0.6,0.2,-35.0
249,10009,L1,-37.680106,175.2122739,0.0,-0.6,0.2,-35.0
249,10009,L1,-37.6550612,175.205745,0.0,-0.6,0.2,-35.0
249,10009,L1,-37.739632775,175.212569525,0.0,-0.6,0.2,-35.0
250,10009,L1,-37.7540176,175.2317861,0.0,-0.6,0.2,-35.0
250,10009,L1,-37.680106,175.2122739,0.0,-0.6,0.2,-35.0
250,10009,L1,-37.6550612,175.205745,0.0,-0.6,0.2,-35.0
250,10009,L1,-37.7398477,175.2126501,0.0,-0.6,0.2,-35.0
251,10009,L1,-37.7542369,175.2315355,0.0,-0.6,0.2,-35.0
251,10009,L1,-37.6793829,175.2117135,0.0,-0.6,0.2,-35.0
251,10009,L1,-37.6558093,175.2057375,0.0,-0.6,0.2,-35.0
251,10009,L1,-37.7398477,175.2126501,0.0,-0.6,0.2,-35.0
252,10009,L1,-37.7542369,175.2315355,0.0,-0.6,0.2,-35.0
252,10009,L1,-37.6793829,175.2117135,0.0,-0.6,0.2,-35.0
252,10009,L1,-37.6558093,175.2057375,0.0,-0.6,0.2,-35.0
252,10009,L1,-37.7399989009,175.2127050391,0.0,-0.6,0.2,-35.0
253,10009,L1,-37.7542369,175.2315355,0.0,-0.6,0.2,-35.0
253,10009,L1,-37.6793829,175.2117135,0.0,-0.6,0.2,-35.0
253,10009,L1,-37.6558093,175.2057375,0.0,-0.6,0.2,-35.0
253,10009,L1,-37.7401501019,175.2127599782,0.0,-0.6,0.2,-35.0
254,10009,L1,-37.7542369,175.2315355,0.0,-0.6,0.2,-35.0
254,10009,L1,-37.6793829,175.2117135,0.0,-0.6,0.2,-35.0
254,10009,L1,-37.6558093,175.2057375,0.0,-0.6,0.2,-35.0
254,10009,L1,-37.7403013028,175.2128149173,0.0,-0.6,0.2,-35.0
255,10009,L1,-37.7542369,175.2315355,0.0,-0.6,0.2,-35.0
255,10009,L1,-37.6793829,175.2117135,0.0,-0.6,0.2,-35.0
255,10009,L1,-37.6558093,175.2057375,0.0,-0.6,0.2,-35.0
255,10009,L1,-37.7404525038,175.2128698564,0.0,-0.6,0.2,-35.0
256,10009,L1,-37.7547078,175.2308991,0.0,-0.6,0.2,-35.0
256,10009,L1,-37.6788391,175.2113033,0.0,-0.6,0.2,-35.0
256,10009,L1,-37.6565597,175.2057445,0.0,-0.6,0.2,-35.0
256,10009,L1,-37.7404862,175.2128821,0.0,-0.6,0.2,-35.0
257,10009,L1,-37.7547078,175.2308991,0.0,-0.6,0.2,-35.0
257,10009,L1,-37.6788391,175.2113033,0.0,-0.6,0.2,-35.0
257,10009,L1,-37.6565597,175.2057445,0.0,-0.6,0.2,-35.0
257,10009,L1,-37.74069715,175.21295895,0.0,-0.6,0.2,-35.0
258,10009,L1,-37.7547078,175.2308991,0.0,-0.6,0.2,-35.0
258,10009,L1,-37.6788391,175.2113033,0.0,-0.6,0.2,-35.0
258,10009,L1,-37.6565597,175.2057445,0.0,-0.6,0.2,-35.0
258,10009,L1,-37.7409081,175.2130358,0.0,-0.6,0.2,-35.0
259,10009,L1,-37.7547078,175.2308991,0.0,-0.6,0.2,-35.0
259,10009,L1,-37.6788391,175.2113033,0.0,-0.6,0.2,-35.0
259,10009,L1,-37.6565597,175.2057445,0.0,-0.6,0.2,-35.0
259,10009,L1,-37.74111905,175.21311265,0.0,-0.6,0.2,-35.0
260,10009,L1,-37.7547078,175.2308991,0.0,-0.6,0.2,-35.0
260,10009,L1,-37.6788391,175.2113033,0.0,-0.6,0.2,-35.0
260,10009,L1,-37.6565597,175.2057445,0.0,-0.6,0.2,-35.0
260,10009,L1,-37.74133,175.2131895,0.0,-0.6,0.2,-35.0
261,10009,L1,-37.7548556,175.2306353,0.0,-0.6,0.2,-35.0
261,10009,L1,-37.6781013,175.2107815,0.0,-0.6,0.2,-35.0
261,10009,L1,-37.6573109,175.2057754,0.0,-0.6,0.2,-35.0
261,10009,L1,-37.74133,175.2131895,0.0,-0.6,0.2,-35.0
262,10009,L1,-37.7548556,175.2306353,0.0,-0.6,0.2,-35.0
262,10009,L1,-37.6781013,175.2107815,0.0,-0.6,0.2,-35.0
262,10009,L1,-37.6573109,175.2057754,0.0,-0.6,0.2,-35.0
262,10009,L1,-37.7415417,175.213268325,0.0,-0.6,0.2,-35.0
263,10009,L1,-37.7548556,175.2306353,0.0,-0.6,0.2,-35.0
263,10009,L1,-37.6781013,175.2107815,0.0,-0.6,0.2,-35.0
263,10009,L1,-37.6573109,175.2057754,0.0,-0.6,0.2,-35.0
263,10009,L1,-37.7417534,175.21334715,0.0,-0.6,0.2,-35.0
264,10009,L1,-37.7548556,175.2306353,0.0,-0.6,0.2,-35.0
264,10009,L1,-37.6781013,175.2107815,0.0,-0.6,0.2,-35.0
264,10009,L1,-37.6573109,175.2057754,0.0,-0.6,0.2,-35.0
264,10009,L1,-37.7419651,175.213425975,0.0,-0.6,0.2,-35.0
265,10009,L1,-37.7548556,175.2306353,0.0,-0.6,0.2,-35.0
265,10009,L1,-37.6781013,175.2107815,0.0,-0.6,0.2,-35.0
265,10009,L1,-37.6573109,175.2057754,0.0,-0.6,0.2,-35.0
265,10009,L1,-37.7421768,175.2135048,0.0,-0.6,0.2,-35.0
266,10009,L1,-37.7551613,175.2299886,0.0,-0.6,0.2,-35.0
266,10009,L1,-37.6773455,175.2102927,0.0,-0.6,0.2,-35.0
266,10009,L1,-37.658307,175.2058361,0.0,-0.6,0.2,-35.0
266,10009,L1,-37.7421768,175.2135048,0.0,-0.6,0.2,-35.0
267,10009,L1,-37.7552019143,175.2299639754,0.0,-0.6,0.2,-35.0
267,10009,L1,-37.6773455,175.2102927,0.0,-0.6,0.2,-35.0
267,10009,L1,-37.658307,175.2058361,0.0,-0.6,0.2,-35.0
267,10009,L1,-37.7422838,175.213545125,0.0,-0.6,0.2,-35.0
268,10009,L1,-37.7552425287,175.2299393509,0.0,-0.6,0.2,-35.0
268,10009,L1,-37.6773455,175.2102927,0.0,-0.6,0.2,-35.0
268,10009,L1,-37.658307,175.2058361,0.0,-0.6,0.2,-35.0
268,10009,L1,-37.7423908,175.21358545,0.0,-0.6,0.2,-35.0
269,10009,L1,-37.755283143,175.2299147263,0.0,-0.6,0.2,-35.0
269,10009,L1,-37.6773455,175.2102927,0.0,-0.6,0.2,-35.0
269,10009,L1,-37.658307,175.2058361,0.0,-0.6,0.2,-35.0
269,10009,L1,-37.7424978,175.213625775,0.0,-0.6,0.2,-35.0
270,10009,L1,-37.7553237573,175.2298901017,0.0,-0.6,0.2,-35.0
270,10009,L1,-37.6773455,175.2102927,0.0,-0.6,0.2,-35.0
270,10009,L1,-37.658307,175.2058361,0.0,-0.6,0.2,-35.0
270,10009,L1,-37.7426048,175.2136661,0.0,-0.6,0.2,-35.0
271,10009,L1,-37.7553993,175.2298443,0.0,-0.6,0.2,-35.0
271,10009,L1,-37.676768,175.2099486,0.0,-0.6,0.2,-35.0
271,10009,L1,-37.6590577,175.205901,0.0,-0.6,0.2,-35.0
271,10009,L1,-37.7426048,175.2136661,0.0,-0.6,0.2,-35.0
272,10009,L1,-37.75543895,175.2298665,0.0,-0.6,0.2,-35.0
272,10009,L1,-37.676768,175.2099486,0.0,-0.6,0.2,-35.0
272,10009,L1,-37.6590577,175.205901,0.0,-0.6,0.2,-35.0
272,10009,L1,-37.7428632578,175.2137643169,0.0,-0.6,0.2,-35.0
273,10009,L1,-37.7554786,175.2298887,0.0,-0.6,0.2,-35.0
273,10009,L1,-37.676768,175.2099486,0.0,-0.6,0.2,-35.0
273,10009,L1,-37.6590577,175.205901,0.0,-0.6,0.2,-35.0
273,10009,L1,-37.7431217157,175.2138625337,0.0,-0.6,0.2,-35.0
274,10009,L1,-37.75551825,175.2299109,0.0,-0.6,0.2,-35.0
274,10009,L1,-37.676768,175.2099486,0.0,-0.6,0.2,-35.0
274,10009,L1,-37.6590577,175.205901,0.0,-0.6,0.2,-35.0
274,10009,L1,-37.7433801735,175.2139607506,0.0,-0.6,0.2,-35.0
275,10009,L1,-37.7555579,175.2299331,0.0,-0.6,0.2,-35.0
275,10009,L1,-37.676768,175.2099486,0.0,-0.6,0.2,-35.0
275,10009,L1,-37.6590577,175.205901,0.0,-0.6,0.2,-35.0
275,10009,L1,-37.7436386313,175.2140589675,0.0,-0.6,0.2,-35.0
276,10009,L1,-37.7555579,175.2299331,0.0,-0.6,0.2,-35.0
276,10009,L1,-37.6759835,175.2095243,0.0,-0.6,0.2,-35.0
276,10009,L1,-37.6600535,175.2060032,0.0,-0.6,0.2,-35.0
276,10009,L1,-37.7436774,175.2140737,0.0,-0.6,0.2,-35.0
277,10009,L1,-37.755627,175.22999435,0.0,-0.6,0.2,-35.0
277,10009,L1,-37.6759835,175.2095243,0.0,-0.6,0.2,-35.0
277,10009,L1,-37.6600535,175.2060032,0.0,-0.6,0.2,-35.0
277,10009,L1,-37.7437850789,175.2141142815,0.0,-0.6,0.2,-35.0
278,10009,L1,-37.7556961,175.2300556,0.0,-0.6,0.2,-35.0
278,10009,L1,-37.6759835,175.2095243,0.0,-0.6,0.2,-35.0
278,10009,L1,-37.6600535,175.2060032,0.0,-0.6,0.2,-35.0
278,10009,L1,-37.7438927579,175.214154863,0.0,-0.6,0.2,-35.0
279,10009,L1,-37.7557652,175.23011685,0.0,-0.6,0.2,-35.0
279,10009,L1,-37.6759835,175.2095243,0.0,-0.6,0.2,-35.0
279,10009,L1,-37.6600535,175.2060032,0.0,-0.6,0.2,-35.0
279,10009,L1,-37.7440004368,175.2141954445,0.0,-0.6,0.2,-35.0
280,10009,L1,-37.7558343,175.2301781,0.0,-0.6,0.2,-35.0
280,10009,L1,-37.6759835,175.2095243,0.0,-0.6,0.2,-35.0
280,10009,L1,-37.6600535,175.2060032,0.0,-0.6,0.2,-35.0
280,10009,L1,-37.7441081157,175.214236026,0.0,-0.6,0.2,-35.0
281,10009,L1,-37.7558343,175.2301781,0.0,-0.6,0.2,-35.0
281,10009,L1,-37.6605457,175.2060714,0.0,-0.6,0.2,-35.0
281,10009,L1,-37.7441107,175.214237,0.0,-0.6,0.2,-35.0
282,10009,L1,-37.7559611301,175.230295866,0.0,-0.6,0.2,-35.0
282,10009,L1,-37.6605457,175.2060714,0.0,-0.6,0.2,-35.0
282,10009,L1,-37.744326775,175.214318425,0.0,-0.6,0.2,-35.0
283,10009,L1,-37.7560879603,175.2304136321,0.0,-0.6,0.2,-35.0
283,10009,L1,-37.6605457,175.2060714,0.0,-0.6,0.2,-35.0
283,10009,L1,-37.74454285,175.21439985,0.0,-0.6,0.2,-35.0
284,10009,L1,-37.7562147904,175.2305313981,0.0,-0.6,0.2,-35.0
284,10009,L1,-37.6605457,175.2060714,0.0,-0.6,0.2,-35.0
284,10009,L1,-37.744758925,175.214481275,0.0,-0.6,0.2,-35.0
285,10009,L1,-37.7563416205,175.2306491641,0.0,-0.6,0.2,-35.0
285,10009,L1,-37.6605457,175.2060714,0.0,-0.6,0.2,-35.0
285,10009,L1,-37.744975,175.2145627,0.0,-0.6,0.2,-35.0
286,10009,L1,-37.7563996,175.230703,0.0,-0.6,0.2,-35.0
286,10009,L1,-37.6617827,175.206259,0.0,-0.6,0.2,-35.0
286,10009,L1,-37.744975,175.2145627,0.0,-0.6,0.2,-35.0
287,10009,L1,-37.7564969735,175.2307742549,0.0,-0.6,0.2,-35.0
287,10009,L1,-37.6617827,175.206259,0.0,-0.6,0.2,-35.0
287,10009,L1,-37.7450610922,175.2145952251,0.0,-0.6,0.2,-35.0
288,10009,L1,-37.7565943471,175.2308455097,0.0,-0.6,0.2,-35.0
288,10009,L1,-37.6617827,175.206259,0.0,-0.6,0.2,-35.0
288,10009,L1,-37.7451471844,175.2146277501,0.0,-0.6,0.2,-35.0
289,10009,L1,-37.7566917206,175.2309167646,0.0,-0.6,0.2,-35.0
289,10009,L1,-37.6617827,175.206259,0.0,-0.6,0.2,-35.0
289,10009,L1,-37.7452332766,175.2146602752,0.0,-0.6,0.2,-35.0
290,10009,L1,-37.7567890942,175.2309880195,0.0,-0.6,0.2,-35.0
290,10009,L1,-37.6617827,175.206259,0.0,-0.6,0.2,-35.0
290,10009,L1,-37.7453193687,175.2146928002,0.0,-0.6,0.2,-35.0
291,10009,L1,-37.7568,175.230996,0.0,-0.6,0.2,-35.0
291,10009,L1,-37.6741491,175.2087246,0.0,-0.6,0.2,-35.0
291,10009,L1,-37.662275,175.2063447,0.0,-0.6,0.2,-35.0
291,10009,L1,-37.7454046,175.214725,0.0,-0.6,0.2,-35.0
292,10009,L1,-37.756952,175.231075775,0.0,-0.6,0.2,-35.0
292,10009,L1,-37.6741491,175.2087246,0.0,-0.6,0.2,-35.0
292,10009,L1,-37.662275,175.2063447,0.0,-0.6,0.2,-35.0
292,10009,L1,-37.745670925,175.214827525,0.0,-0.6,0.2,-35.0
293,10009,L1,-37.757104,175.23115555,0.0,-0.6,0.2,-35.0
293,10009,L1,-37.6741491,175.2087246,0.0,-0.6,0.2,-35.0
293,10009,L1,-37.662275,175.2063447,0.0,-0.6,0.2,-35.0
293,10009,L1,-37.74593725,175.21493005,0.0,-0.6,0.2,-35.0
294,10009,L1,-37.757256,175.231235325,0.0,-0.6,0.2,-35.0
294,10009,L1,-37.6741491,175.2087246,0.0,-0.6,0.2,-35.0
294,10009,L1,-37.662275,175.2063447,0.0,-0.6,0.2,-35.0
294,10009,L1,-37.746203575,175.215032575,0.0,-0.6,0.2,-35.0
295,10009,L1,-37.757408,175.2313151,0.0,-0.6,0.2,-35.0
295,10009,L1,-37.6741491,175.2087246,0.0,-0.6,0.2,-35.0
295,10009,L1,-37.662275,175.2063447,0.0,-0.6,0.2,-35.0
295,10009,L1,-37.7464699,175.2151351,0.0,-0.6,0.2,-35.0
296,10009,L1,-37.757408,175.2313151,0.0,-0.6,0.2,-35.0
296,10009,L1,-37.6735206,175.2084978,0.0,-0.6,0.2,-35.0
296,10009,L1,-37.6632049,175.2065225,0.0,-0.6,0.2,-35.0
296,10009,L1,-37.7464699,175.2151351,0.0,-0.6,0.2,-35.0
297,10009,L1,-37.757408,175.2313151,0.0,-0.6,0.2,-35.0
297,10009,L1,-37.6735206,175.2084978,0.0,-0.6,0.2,-35.0
297,10009,L1,-37.6632049,175.2065225,0.0,-0.6,0.2,-35.0
297,10009,L1,-37.7466179374,175.2152027168,0.0,-0.6,0.2,-35.0
298,10009,L1,-37.757408,175.2313151,0.0,-0.6,0.2,-35.0
298,10009,L1,-37.6735206,175.2084978,0.0,-0.6,0.2,-35.0
298,10009,L1,-37.6632049,175.2065225,0.0,-0.6,0.2,-35.0
298,10009,L1,-37.7467659748,175.2152703336,0.0,-0.6,0.2,-35.0
299,10009,L1,-37.757408,175.2313151,0.0,-0.6,0.2,-35.0
299,10009,L1,-37.6735206,175.2084978,0.0,-0.6,0.2,-35.0
299,10009,L1,-37.6632049,175.2065225,0.0,-0.6,0.2,-35.0
299,10009,L1,-37.7469140121,175.2153379505,0.0,-0.6,0.2,-35.0
300,10009,L1,-37.757408,175.2313151,0.0,-0.6,0.2,-35.0
300,10009,L1,-37.6735206,175.2084978,0.0,-0.6,0.2,-35.0
300,10009,L1,-37.6632049,175.2065225,0.0,-0.6,0.2,-35.0
300,10009,L1,-37.7470620495,175.2154055673,0.0,-0.6,0.2,-35.0
301,10009,L1,-37.7578616,175.2315438,0.0,-0.6,0.2,-35.0
301,10009,L1,-37.6728904,175.2082907,0.0,-0.6,0.2,-35.0
301,10009,L1,-37.6636558,175.2066139,0.0,-0.6,0.2,-35.0
301,10009,L1,-37.7471035,175.2154245,0.0,-0.6,0.2,-35.0
302,10009,L1,-37.7580448108,175.2316521507,0.0,-0.6,0.2,-35.0
302,10009,L1,-37.6728904,175.2082907,0.0,-0.6,0.2,-35.0
302,10009,L1,-37.6636558,175.2066139,0.0,-0.6,0.2,-35.0
302,10009,L1,-37.7473086929,175.2155404743,0.0,-0.6,0.2,-35.0
303,10009,L1,-37.7582280215,175.2317605014,0.0,-0.6,0.2,-35.0
303,10009,L1,-37.6728904,175.2082907,0.0,-0.6,0.2,-35.0
303,10009,L1,-37.6636558,175.2066139,0.0,-0.6,0.2,-35.0
303,10009,L1,-37.7475138858,175.2156564486,0.0,-0.6,0.2,-35.0
304,10009,L1,-37.7584112323,175.2318688521,0.0,-0.6,0.2,-35.0
304,10009,L1,-37.6728904,175.2082907,0.0,-0.6,0.2,-35.0
304,10009,L1,-37.6636558,175.2066139,0.0,-0.6,0.2,-35.0
304,10009,L1,-37.7477190786,175.2157724228,0.0,-0.6,0.2,-35.0
305,10009,L1,-37.758594443,175.2319772029,0.0,-0.6,0.2,-35.0
305,10009,L1,-37.6728904,175.2082907,0.0,-0.6,0.2,-35.0
305,10009,L1,-37.6636558,175.2066139,0.0,-0.6,0.2,-35.0
305,10009,L1,-37.7479242715,175.2158883971,0.0,-0.6,0.2,-35.0
306,10009,L1,-37.7586034,175.2319825,0.0,-0.6,0.2,-35.0
306,10009,L1,-37.6720452,175.2080542,0.0,-0.6,0.2,-35.0
306,10009,L1,-37.6645481,175.2067912,0.0,-0.6,0.2,-35.0
306,10009,L1,-37.7479333,175.2158935,0.0,-0.6,0.2,-35.0
307,10009,L1,-37.75867795,175.232030275,0.0,-0.6,0.2,-35.0
307,10009,L1,-37.6720452,175.2080542,0.0,-0.6,0.2,-35.0
307,10009,L1,-37.6645481,175.2067912,0.0,-0.6,0.2,-35.0
307,10009,L1,-37.748138475,175.2160346,0.0,-0.6,0.2,-35.0
308,10009,L1,-37.7587525,175.23207805,0.0,-0.6,0.2,-35.0
308,10009,L1,-37.6720452,175.2080542,0.0,-0.6,0.2,-35.0
308,10009,L1,-37.6645481,175.2067912,0.0,-0.6,0.2,-35.0
308,10009,L1,-37.74834365,175.2161757,0.0,-0.6,0.2,-35.0
309,10009,L1,-37.75882705,175.232125825,0.0,-0.6,0.2,-35.0
309,10009,L1,-37.6720452,175.2080542,0.0,-0.6,0.2,-35.0
309,10009,L1,-37.6645481,175.2067912,0.0,-0.6,0.2,-35.0
309,10009,L1,-37.748548825,175.2163168,0.0,-0.6,0.2,-35.0
310,10009,L1,-37.7589016,175.2321736,0.0,-0.6,0.2,-35.0
310,10009,L1,-37.6720452,175.2080542,0.0,-0.6,0.2,-35.0
310,10009,L1,-37.6645481,175.2067912,0.0,-0.6,0.2,-35.0
310,10009,L1,-37.748754,175.2164579,0.0,-0.6,0.2,-35.0
311,10009,L1,-37.7589016,175.2321736,0.0,-0.6,0.2,-35.0
311,10009,L1,-37.6711789,175.2078634,0.0,-0.6,0.2,-35.0
311,10009,L1,-37.6652213,175.20692,0.0,-0.6,0.2,-35.0
311,10009,L1,-37.748754,175.2164579,0.0,-0.6,0.2,-35.0
312,10009,L1,-37.7590416,175.2322643503,0.0,-0.6,0.2,-35.0
312,10009,L1,-37.6711789,175.2078634,0.0,-0.6,0.2,-35.0
312,10009,L1,-37.6652213,175.20692,0.0,-0.6,0.2,-35.0
312,10009,L1,-37.74890115,175.21657995,0.0,-0.6,0.2,-35.0
313,10009,L1,-37.7591816,175.2323551007,0.0,-0.6,0.2,-35.0
313,10009,L1,-37.6711789,175.2078634,0.0,-0.6,0.2,-35.0
313,10009,L1,-37.6652213,175.20692,0.0,-0.6,0.2,-35.0
313,10009,L1,-37.7490483,175.216702,0.0,-0.6,0.2,-35.0
314,10009,L1,-37.7593216,175.232445851,0.0,-0.6,0.2,-35.0
314,10009,L1,-37.6711789,175.2078634,0.0,-0.6,0.2,-35.0
314,10009,L1,-37.6652213,175.20692,0.0,-0.6,0.2,-35.0
314,10009,L1,-37.74919545,175.21682405,0.0,-0.6,0.2,-35.0
315,10009,L1,-37.7594616,175.2325366013,0.0,-0.6,0.2,-35.0
315,10009,L1,-37.6711789,175.2078634,0.0,-0.6,0.2,-35.0
315,10009,L1,-37.6652213,175.20692,0.0,-0.6,0.2,-35.0
315,10009,L1,-37.7493426,175.2169461,0.0,-0.6,0.2,-35.0
316,10009,L1,-37.759496,175.2325589,0.0,-0.6,0.2,-35.0
316,10009,L1,-37.6705309,175.2077412,0.0,-0.6,0.2,-35.0
316,10009,L1,-37.6661284,175.207088,0.0,-0.6,0.2,-35.0
316,10009,L1,-37.7493426,175.2169461,0.0,-0.6,0.2,-35.0
317,10009,L1,-37.75964595,175.2326548,0.0,-0.6,0.2,-35.0
317,10009,L1,-37.6705309,175.2077412,0.0,-0.6,0.2,-35.0
317,10009,L1,-37.6661284,175.207088,0.0,-0.6,0.2,-35.0
317,10009,L1,-37.7495209095,175.217119219,0.0,-0.6,0.2,-35.0
318,10009,L1,-37.7597959,175.2327507,0.0,-0.6,0.2,-35.0
318,10009,L1,-37.6705309,175.2077412,0.0,-0.6,0.2,-35.0
318,10009,L1,-37.6661284,175.207088,0.0,-0.6,0.2,-35.0
318,10009,L1,-37.749699219,175.2172923381,0.0,-0.6,0.2,-35.0
319,10009,L1,-37.75994585,175.2328466,0.0,-0.6,0.2,-35.0
319,10009,L1,-37.6705309,175.2077412,0.0,-0.6,0.2,-35.0
319,10009,L1,-37.6661284,175.207088,0.0,-0.6,0.2,-35.0
319,10009,L1,-37.7498775286,175.2174654571,0.0,-0.6,0.2,-35.0
320,10009,L1,-37.7600958,175.2329425,0.0,-0.6,0.2,-35.0
320,10009,L1,-37.6705309,175.2077412,0.0,-0.6,0.2,-35.0
320,10009,L1,-37.6661284,175.207088,0.0,-0.6,0.2,-35.0
320,10009,L1,-37.7500558381,175.2176385762,0.0,-0.6,0.2,-35.0
321,10009,L1,-37.7600958,175.2329425,0.0,-0.6,0.2,-35.0
321,10009,L1,-37.6696704,175.2075739,0.0,-0.6,0.2,-35.0
321,10009,L1,-37.6670194,175.2072897,295.8372060524154,1.1,2.5,14925.0
321,10009,L1,-37.7500915,175.2176732,0.0,-0.6,0.2,-35.0
322,10009,L1,-37.7602358,175.233033246,0.0,-0.6,0.2,-35.0
322,10009,L1,-37.6696704,175.2075739,0.0,-0.6,0.2,-35.0
322,10009,L1,-37.6670194,175.2072897,295.8372060524154,1.1,2.5,14925.0
322,10009,L1,-37.75022225,175.21782095,0.0,-0.6,0.2,-35.0
323,10009,L1,-37.7603758,175.2331239919,0.0,-0.6,0.2,-35.0
323,10009,L1,-37.6696704,175.2075739,0.0,-0.6,0.2,-35.0
323,10009,L1,-37.6670194,175.2072897,295.8372060524154,1.1,2.5,14925.0
323,10009,L1,-37.750353,175.2179687,0.0,-0.6,0.2,-35.0
324,10009,L1,-37.7605158,175.2332147379,0.0,-0.6,0.2,-35.0
324,10009,L1,-37.6696704,175.2075739,0.0,-0.6,0.2,-35.0
324,10009,L1,-37.6670194,175.2072897,295.8372060524154,1.1,2.5,14925.0
324,10009,L1,-37.75048375,175.21811645,0.0,-0.6,0.2,-35.0
325,10009,L1,-37.7606558,175.2333054839,0.0,-0.6,0.2,-35.0
325,10009,L1,-37.6696704,175.2075739,0.0,-0.6,0.2,-35.0
325,10009,L1,-37.6670194,175.2072897,295.8372060524154,1.1,2.5,14925.0
325,10009,L1,-37.7506145,175.2182642,0.0,-0.6,0.2,-35.0
326,10009,L1,-37.760691,175.2333283,0.0,-0.6,0.2,-35.0
326,10009,L1,-37.6692354,175.2074897,0.0,-0.6,0.2,-35.0
326,10009,L1,-37.6676786,175.2074231,173.20748515951874,1.3,3.3,-357.0
326,10009,L1,-37.7506145,175.2182642,0.0,-0.6,0.2,-35.0
327,10009,L1,-37.7607910693,175.2333932261,0.0,-0.6,0.2,-35.0
327,10009,L1,-37.6692354,175.2074897,0.0,-0.6,0.2,-35.0
327,10009,L1,-37.6676786,175.2074231,173.20748515951874,1.3,3.3,-357.0
327,10009,L1,-37.75073635,175.218416575,0.0,-0.6,0.2,-35.0
328,10009,L1,-37.7608911386,175.2334581521,0.0,-0.6,0.2,-35.0
328,10009,L1,-37.6692354,175.2074897,0.0,-0.6,0.2,-35.0
328,10009,L1,-37.6676786,175.2074231,173.20748515951874,1.3,3.3,-357.0
328,10009,L1,-37.7508582,175.21856895,0.0,-0.6,0.2,-35.0
329,10009,L1,-37.7609912079,175.2335230782,0.0,-0.6,0.2,-35.0
329,10009,L1,-37.6692354,175.2074897,0.0,-0.6,0.2,-35.0
329,10009,L1,-37.6676786,175.2074231,173.20748515951874,1.3,3.3,-357.0
329,10009,L1,-37.75098005,175.218721325,0.0,-0.6,0.2,-35.0
330,10009,L1,-37.7610912773,175.2335880043,0.0,-0.6,0.2,-35.0
330,10009,L1,-37.6692354,175.2074897,0.0,-0.6,0.2,-35.0
330,10009,L1,-37.6676786,175.2074231,173.20748515951874,1.3,3.3,-357.0
330,10009,L1,-37.7511019,175.2188737,0.0,-0.6,0.2,-35.0
331,10009,L1,-37.7611241,175.2336093,0.0,-0.6,0.2,-35.0
331,10009,L1,-37.6683631,175.2073194,0.0,-0.6,0.2,-35.0
331,10009,L1,-37.6683402,175.207561,21.41696302143518,1.5,1.7,-2500.0
331,10009,L1,-37.7511019,175.2188737,0.0,-0.6,0.2,-35.0
332,10009,L1,-37.76123265,175.233677475,0.0,-0.6,0.2,-35.0
332,10009,L1,-37.6683631,175.2073194,0.0,-0.6,0.2,-35.0
332,10009,L1,-37.6683402,175.207561,21.41696302143518,1.5,1.7,-2500.0
332,10009,L1,-37.7512059604,175.2190228611,0.0,-0.6,0.2,-35.0
333,10009,L1,-37.7613412,175.23374565,0.0,-0.6,0.2,-35.0
333,10009,L1,-37.6683631,175.2073194,0.0,-0.6,0.2,-35.0
333,10009,L1,-37.6683402,175.207561,21.41696302143518,1.5,1.7,-2500.0
333,10009,L1,-37.7513100208,175.2191720221,0.0,-0.6,0.2,-35.0
334,10009,L1,-37.76144975,175.233813825,0.0,-0.6,0.2,-35.0
334,10009,L1,-37.6683631,175.2073194,0.0,-0.6,0.2,-35.0
334,10009,L1,-37.6683402,175.207561,21.41696302143518,1.5,1.7,-2500.0
334,10009,L1,-37.7514140812,175.2193211832,0.0,-0.6,0.2,-35.0
335,10009,L1,-37.7615583,175.233882,0.0,-0.6,0.2,-35.0
335,10009,L1,-37.6683631,175.2073194,0.0,-0.6,0.2,-35.0
335,10009,L1,-37.6683402,175.207561,21.41696302143518,1.5,1.7,-2500.0
335,10009,L1,-37.7515181416,175.2194703443,0.0,-0.6,0.2,-35.0
336,10009,L1,-37.7615583,175.233882,0.0,-0.6,0.2,-35.0
336,10009,L1,-37.667718,175.2071935,0.0,-0.6,0.2,-35.0
336,10009,L1,-37.6690146,175.2076964,150.81722111676237,1.1,3.3,-395.0
336,10009,L1,-37.7515449,175.2195087,0.0,-0.6,0.2,-35.0
337,10009,L1,-37.7617019752,175.2339631231,0.0,-0.6,0.2,-35.0
337,10009,L1,-37.667718,175.2071935,0.0,-0.6,0.2,-35.0
337,10009,L1,-37.6690146,175.2076964,150.81722111676237,1.1,3.3,-395.0
337,10009,L1,-37.751676975,175.21972685,0.0,-0.6,0.2,-35.0
338,10009,L1,-37.7618456505,175.2340442462,0.0,-0.6,0.2,-35.0
338,10009,L1,-37.667718,175.2071935,0.0,-0.6,0.2,-35.0
338,10009,L1,-37.6690146,175.2076964,150.81722111676237,1.1,3.3,-395.0
338,10009,L1,-37.75180905,175.219945,0.0,-0.6,0.2,-35.0
339,10009,L1,-37.7619893257,175.2341253693,0.0,-0.6,0.2,-35.0
339,10009,L1,-37.667718,175.2071935,0.0,-0.6,0.2,-35.0
339,10009,L1,-37.6690146,175.2076964,150.81722111676237,1.1,3.3,-395.0
339,10009,L1,-37.751941125,175.22016315,0.0,-0.6,0.2,-35.0
340,10009,L1,-37.762133001,175.2342064924,0.0,-0.6,0.2,-35.0
